loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,loan_status
6000.0, 36 months, 13.33%,203.12,C,C3,Controller,10+ years,OWN,200000.0,Not Verified,vacation,Vacation,AZ,20.12,0.0,Apr-1992,805.0,809.0,1.0,,,11.0,0.0,17013.0,0%,38.0,w,0
14000.0, 36 months, 10.99%,458.28,B,B4,Director of Corp Development,10+ years,RENT,70000.0,Verified,debt_consolidation,Debt consolidation,NE,24.79,0.0,Apr-2005,675.0,679.0,0.0,80.0,100.0,16.0,1.0,31211.0,62.7%,24.0,w,1
10500.0, 36 months, 13.99%,358.82,C,C4,Administrator,10+ years,MORTGAGE,120000.0,Verified,home_improvement,Home improvement,IL,30.46,0.0,Oct-2003,710.0,714.0,3.0,24.0,,16.0,0.0,7743.0,46.6%,30.0,f,0
12000.0, 36 months, 10.49%,389.98,B,B3,Quality Specialist,10+ years,MORTGAGE,85000.0,Not Verified,debt_consolidation,Debt consolidation,WA,9.73,0.0,Jul-2002,665.0,669.0,0.0,75.0,,7.0,0.0,8249.0,93.7%,20.0,f,0
4000.0, 36 months, 11.99%,132.84,C,C1,Part Inspector,10+ years,OWN,32000.0,Source Verified,credit_card,,GA,33.53,1.0,Nov-1994,675.0,679.0,0.0,19.0,68.0,8.0,1.0,1538.0,51.3%,36.0,f,0
14400.0, 36 months, 15.05%,499.54,C,C4,Consultant ,1 year,RENT,75000.0,Source Verified,credit_card,Credit card refinancing,FL,7.49,1.0,Dec-2005,680.0,684.0,2.0,11.0,,11.0,0.0,11307.0,56.5%,36.0,w,0
12000.0, 36 months,  5.32%,361.38,A,A1,Branch Manager,8 years,RENT,115000.0,Not Verified,debt_consolidation,Debt consolidation,CA,9.72,0.0,Sep-2005,765.0,769.0,1.0,,,13.0,0.0,7702.0,14%,24.0,f,0
18000.0, 60 months, 11.99%,400.31,C,C1,Cook,7 years,RENT,57000.0,Not Verified,credit_card,Credit card refinancing,DE,26.32,0.0,Dec-2003,720.0,724.0,1.0,,,24.0,0.0,20221.0,34.1%,37.0,w,0
8000.0, 36 months, 11.05%,262.1,B,B4,Care Giver,2 years,RENT,26000.0,Source Verified,house,Home buying,AR,3.46,0.0,May-2014,735.0,739.0,1.0,,,5.0,0.0,2016.0,18.3%,5.0,w,0
2000.0, 36 months, 10.99%,65.47,B,B4,Production ,5 years,MORTGAGE,40000.0,Verified,debt_consolidation,Debt consolidation,WI,17.58,0.0,Aug-2007,665.0,669.0,0.0,43.0,,9.0,0.0,4338.0,98.6%,11.0,w,0
7500.0, 36 months, 13.67%,255.14,C,C4,Records Coordinator,8 years,MORTGAGE,55000.0,Source Verified,other,Other,GA,20.88,0.0,Nov-1999,690.0,694.0,1.0,32.0,,11.0,0.0,348.0,21.7%,35.0,w,1
18000.0, 60 months, 19.99%,476.79,E,E4,sales manager,1 year,RENT,80000.0,Verified,small_business,Business,FL,17.39,0.0,Jul-2010,660.0,664.0,0.0,,,9.0,0.0,19124.0,88.1%,14.0,f,0
26150.0, 60 months, 13.49%,601.58,C,C2,manager,10+ years,MORTGAGE,137300.0,Verified,debt_consolidation,Debt consolidation,MD,33.47,0.0,May-1996,690.0,694.0,0.0,47.0,,12.0,0.0,26877.0,73%,33.0,w,0
35000.0, 60 months, 21.99%,966.47,F,F1,"Manager I, Finance",10+ years,MORTGAGE,81151.0,Verified,debt_consolidation,Debt consolidation,KY,23.82,0.0,Mar-1996,675.0,679.0,1.0,56.0,,9.0,0.0,38442.0,93.1%,21.0,w,0
8000.0, 36 months, 18.99%,293.21,D,D3,IT Director,9 years,MORTGAGE,120000.0,Source Verified,debt_consolidation,Debt consolidation,IL,13.57,0.0,Apr-1992,675.0,679.0,1.0,,,28.0,0.0,61896.0,92.4%,45.0,f,0
18000.0, 60 months, 13.67%,415.76,C,C4,Tech,7 years,MORTGAGE,80000.0,Verified,debt_consolidation,Debt consolidation,AR,16.07,0.0,Mar-2003,665.0,669.0,0.0,,,12.0,0.0,16458.0,59%,33.0,w,1
21000.0, 60 months,  8.18%,427.62,B,B1,Registered Nurse,10+ years,MORTGAGE,120000.0,Source Verified,credit_card,Credit card refinancing,IL,16.64,1.0,Feb-2004,690.0,694.0,0.0,10.0,,15.0,0.0,56345.0,33.6%,26.0,f,0
13700.0, 60 months, 20.99%,370.56,E,E4,Area Manager,5 years,RENT,30500.0,Source Verified,debt_consolidation,Debt consolidation,FL,29.36,0.0,Oct-2002,680.0,684.0,1.0,,,13.0,0.0,20142.0,80.9%,27.0,w,0
7000.0, 36 months,  9.44%,224.04,B,B1,Sales and Service Representative,2 years,RENT,32100.0,Not Verified,other,Other,NE,25.61,0.0,Mar-2012,700.0,704.0,0.0,,,8.0,0.0,6494.0,58%,8.0,w,0
6300.0, 36 months,  7.56%,196.15,A,A3,U.S. Pretrial Officer ,10+ years,MORTGAGE,110000.0,Source Verified,major_purchase,Major purchase,MI,14.08,0.0,Jun-1992,725.0,729.0,1.0,,,14.0,0.0,11753.0,28.7%,25.0,w,0
6450.0, 36 months, 17.27%,230.83,D,D2,service manager,7 years,MORTGAGE,31200.0,Verified,debt_consolidation,Debt consolidation,CA,18.58,0.0,Aug-2001,685.0,689.0,3.0,,53.0,12.0,1.0,4737.0,25%,15.0,f,0
5000.0, 36 months, 18.06%,180.92,D,D2,Access Plus Specialist ,< 1 year,RENT,45500.0,Source Verified,debt_consolidation,Debt consolidation,CO,27.3,1.0,Mar-1999,675.0,679.0,1.0,21.0,77.0,8.0,1.0,15091.0,66.2%,16.0,w,1
33150.0, 60 months, 19.42%,867.61,D,D3,Assistant Director,10+ years,MORTGAGE,125000.0,Not Verified,debt_consolidation,Debt consolidation,IL,27.37,0.0,Sep-1986,705.0,709.0,0.0,77.0,,24.0,0.0,43287.0,54.4%,31.0,w,1
35000.0, 60 months, 15.61%,843.9,D,D1,Professor of Biology,10+ years,MORTGAGE,99000.0,Source Verified,credit_card,Credit card refinancing,TX,21.39,0.0,Feb-1994,710.0,714.0,1.0,30.0,,22.0,0.0,32890.0,56.6%,36.0,f,1
4200.0, 36 months, 10.49%,136.5,B,B3,Assistant General Manager,7 years,OWN,132000.0,Not Verified,debt_consolidation,Debt consolidation,TX,5.46,0.0,Nov-1993,660.0,664.0,0.0,,19.0,8.0,2.0,4351.0,51.2%,10.0,f,1
10000.0, 36 months, 10.99%,327.34,B,B3,RN,10+ years,MORTGAGE,70000.0,Not Verified,debt_consolidation,Debt consolidation,MO,13.73,0.0,Oct-1998,665.0,669.0,1.0,,115.0,18.0,1.0,16634.0,63%,25.0,f,0
8800.0, 36 months,  9.99%,283.91,B,B3,Clinical lead and liaison,3 years,RENT,53200.0,Source Verified,debt_consolidation,Debt consolidation,VA,16.83,5.0,Aug-2007,680.0,684.0,2.0,21.0,,13.0,0.0,11360.0,41%,26.0,w,0
10000.0, 36 months,  8.39%,315.17,B,B1,Electrician,10+ years,MORTGAGE,56000.0,Source Verified,debt_consolidation,,RI,14.02,3.0,May-2005,695.0,699.0,0.0,11.0,,10.0,0.0,1604.0,25.9%,23.0,f,0
2000.0, 36 months, 20.55%,74.89,D,D2,City driver ,7 years,RENT,65000.0,Verified,home_improvement,Home improvement,AR,17.93,0.0,Nov-2009,660.0,664.0,0.0,43.0,,11.0,0.0,5988.0,64.4%,11.0,w,0
10000.0, 36 months, 12.99%,336.9,C,C2,Administrator Coordinator,10+ years,MORTGAGE,44000.0,Source Verified,debt_consolidation,Debt consolidation,SC,22.86,1.0,Dec-2000,660.0,664.0,0.0,14.0,,10.0,0.0,9483.0,99.8%,30.0,w,0
20000.0, 36 months, 10.64%,651.37,B,B2,Logistic Services NW,1 year,MORTGAGE,85000.0,Verified,home_improvement,Loan,WV,2.3,0.0,Nov-2002,720.0,724.0,1.0,,,6.0,0.0,7374.0,32.8%,16.0,f,0
18275.0, 36 months, 18.99%,669.8,D,D3,RN,2 years,OWN,60000.0,Verified,debt_consolidation,Debt consolidation,TX,23.08,0.0,Apr-2003,715.0,719.0,0.0,70.0,,24.0,0.0,24099.0,43%,37.0,w,0
22400.0, 60 months, 18.84%,579.1,E,E2,Supervisor Tansportation Security Office,9 years,RENT,51000.0,Source Verified,debt_consolidation,Debt consolidation,CA,22.54,0.0,May-2005,695.0,699.0,1.0,,,9.0,0.0,12283.0,52.3%,17.0,f,1
5000.0, 36 months, 12.62%,167.56,C,C1,customer service associate ,6 years,RENT,25000.0,Source Verified,debt_consolidation,Debt consolidation,IN,23.28,0.0,Aug-2012,670.0,674.0,0.0,33.0,,4.0,0.0,4852.0,69.3%,5.0,w,0
24450.0, 60 months, 20.80%,658.71,E,E1,SIlverado,< 1 year,RENT,56000.0,Source Verified,debt_consolidation,loan consolidation,CA,30.82,1.0,May-2002,695.0,699.0,1.0,7.0,,10.0,0.0,5484.0,71.2%,42.0,f,0
35000.0, 60 months, 20.31%,933.34,D,D5,DynCorp,10+ years,MORTGAGE,78748.0,Verified,debt_consolidation,Debt consolidation,MD,11.0,0.0,Jan-1999,725.0,729.0,1.0,,,9.0,0.0,23035.0,57.7%,17.0,f,0
7200.0, 36 months, 15.05%,249.77,C,C4,Registered Nurse,10+ years,MORTGAGE,78000.0,Source Verified,other,Other,PA,17.08,2.0,Sep-2000,675.0,679.0,0.0,6.0,,12.0,0.0,5315.0,88.6%,28.0,f,0
10000.0, 60 months, 12.29%,223.92,C,C1,Manager,10+ years,MORTGAGE,66000.0,Source Verified,debt_consolidation,Debt consolidation,NC,24.25,0.0,Oct-1998,675.0,679.0,0.0,26.0,,8.0,0.0,49155.0,94.5%,13.0,w,0
10000.0, 36 months, 11.53%,329.91,B,B5,Quality Inspector,4 years,MORTGAGE,38000.0,Verified,credit_card,Credit card refinancing,IL,32.34,0.0,Jan-2002,670.0,674.0,1.0,,41.0,11.0,1.0,4303.0,20.3%,33.0,f,0
3500.0, 36 months,  8.81%,110.99,A,A5,Mammographer,3 years,RENT,69500.0,Not Verified,debt_consolidation,Debt consolidation,MS,10.43,0.0,Nov-2002,660.0,664.0,0.0,64.0,82.0,5.0,1.0,1829.0,50.8%,13.0,w,0
6500.0, 36 months,  8.81%,206.13,A,A5,Head of Strategy,1 year,OWN,135000.0,Source Verified,other,Other,GA,6.37,0.0,May-2007,770.0,774.0,0.0,,,11.0,0.0,5602.0,7.4%,17.0,w,0
20000.0, 60 months, 13.99%,465.27,C,C4,Mgr,8 years,MORTGAGE,48000.0,Verified,debt_consolidation,Debt consolidation,NC,21.35,4.0,Mar-2011,680.0,684.0,0.0,4.0,,10.0,0.0,6310.0,33.4%,12.0,w,1
12000.0, 36 months, 18.06%,434.2,D,D2,Material Handler Specialist,3 years,RENT,57000.0,Source Verified,house,Home buying,TX,34.59,0.0,Oct-2012,660.0,664.0,0.0,49.0,,7.0,0.0,9577.0,68.9%,8.0,w,1
10000.0, 60 months, 10.99%,217.38,B,B3,Police Officer,10+ years,RENT,100000.0,Source Verified,debt_consolidation,Debt consolidation,CA,13.27,0.0,Sep-1985,680.0,684.0,0.0,43.0,42.0,8.0,1.0,2239.0,38.6%,46.0,f,0
16000.0, 36 months,  8.81%,507.39,A,A5,Mortgage Closer,1 year,RENT,61500.0,Not Verified,credit_card,Credit card refinancing,MA,35.63,0.0,Jun-2009,700.0,704.0,0.0,58.0,,19.0,0.0,19887.0,47.1%,31.0,w,0
10000.0, 36 months,  9.93%,322.35,B,B2,Consultant,2 years,RENT,150000.0,Not Verified,debt_consolidation,Debt consolidation,NY,14.9,0.0,Jul-2006,670.0,674.0,0.0,,,11.0,0.0,48247.0,86.5%,31.0,w,0
21325.0, 60 months, 16.49%,524.16,D,D3,Director of Federal Services,9 years,MORTGAGE,58000.0,Source Verified,debt_consolidation,Debt consolidation,GA,27.36,0.0,Dec-2001,690.0,694.0,0.0,41.0,,9.0,0.0,21067.0,61.8%,26.0,w,0
20000.0, 60 months, 19.99%,529.77,E,E4,Assembler ,1 year,MORTGAGE,50000.0,Source Verified,credit_card,Credit card refinancing,KY,24.0,0.0,Feb-2006,670.0,674.0,1.0,,118.0,11.0,1.0,11935.0,67.1%,27.0,w,0
10500.0, 60 months, 14.47%,246.89,C,C2,Economist,2 years,RENT,44950.1,Source Verified,credit_card,Credit Cards,NH,17.54,1.0,Sep-2007,685.0,689.0,0.0,22.0,,14.0,0.0,11956.0,79.2%,17.0,f,0
16450.0, 60 months, 25.89%,491.46,G,G3,intellgence Operation Officer,10+ years,OWN,94000.0,Verified,other,improve,NY,13.43,2.0,Dec-1993,675.0,679.0,1.0,18.0,,20.0,0.0,18177.0,80.4%,35.0,f,1
11000.0, 36 months,  9.16%,350.62,B,B2,DCA,8 years,MORTGAGE,36000.0,Source Verified,debt_consolidation,Debt consolidation,FL,21.97,0.0,Apr-1998,660.0,664.0,1.0,58.0,51.0,12.0,1.0,6705.0,26%,39.0,w,0
15000.0, 60 months, 15.57%,361.36,C,C3,Paralegal,< 1 year,MORTGAGE,62000.0,Source Verified,debt_consolidation,Debt consolidation,RI,14.52,0.0,Mar-2006,705.0,709.0,1.0,54.0,,18.0,0.0,14222.0,30.5%,46.0,w,0
22400.0, 60 months, 15.99%,544.61,C,C5,VP Sales,4 years,MORTGAGE,150000.0,Source Verified,debt_consolidation,Debt consolidation,IN,13.7,1.0,Mar-1993,680.0,684.0,1.0,6.0,16.0,19.0,1.0,22169.0,56.8%,34.0,w,0
16000.0, 36 months,  8.46%,504.79,A,A5,,< 1 year,RENT,90000.0,Not Verified,debt_consolidation,Debt consolidation,PA,4.04,0.0,May-2013,705.0,709.0,0.0,,,12.0,0.0,6023.0,19.7%,15.0,w,0
24925.0, 36 months, 15.61%,871.5,D,D1,clerk,10+ years,OWN,56758.0,Verified,debt_consolidation,Debt consolidation,CA,27.89,0.0,Apr-1993,700.0,704.0,0.0,,,10.0,0.0,33650.0,83.9%,20.0,w,0
24000.0, 60 months, 15.59%,578.42,C,C5,operations manager,7 years,OWN,86000.0,Not Verified,home_improvement,Home improvement,CO,16.23,0.0,Dec-2003,680.0,684.0,1.0,,,9.0,0.0,15208.0,52.6%,15.0,w,0
21000.0, 60 months, 15.41%,504.12,D,D1,Route Sales Rep,3 years,MORTGAGE,82000.0,Source Verified,debt_consolidation,Debt consolidation,TX,25.1,0.0,Jan-1997,685.0,689.0,0.0,33.0,76.0,16.0,2.0,15514.0,50.4%,29.0,f,0
21725.0, 36 months, 20.49%,812.82,E,E1,Boston Scientific,10+ years,MORTGAGE,58679.92,Verified,home_improvement,Debt and Home Improvements,MN,32.64,1.0,Sep-2001,660.0,664.0,2.0,23.0,,19.0,0.0,21170.0,73%,36.0,f,0
15000.0, 36 months,  5.32%,451.73,A,A1,Managing Broker/Appraiser,10+ years,MORTGAGE,170000.0,Not Verified,car,Car financing,MS,25.49,0.0,Aug-2003,790.0,794.0,1.0,,,11.0,0.0,23393.0,40.3%,49.0,w,0
15000.0, 36 months, 18.25%,544.17,D,D3,Stanford University,< 1 year,RENT,85000.0,Source Verified,other,Bay Area tech,CA,4.94,0.0,Dec-2003,670.0,674.0,0.0,,,6.0,0.0,21063.0,91.2%,20.0,f,0
3000.0, 36 months, 13.99%,102.52,C,C3,Manager,10+ years,MORTGAGE,35000.0,Source Verified,debt_consolidation,Debt consolidation,OH,32.17,0.0,Apr-2002,715.0,719.0,0.0,,,9.0,0.0,8235.0,70.4%,12.0,w,1
8375.0, 36 months, 19.99%,311.21,E,E3,Certified Nursing Assistant ,2 years,RENT,28000.0,Not Verified,debt_consolidation,Debt consolidation,CA,23.06,0.0,Jul-2007,665.0,669.0,1.0,,,16.0,0.0,10080.0,72%,18.0,w,0
10000.0, 36 months,  8.19%,314.25,A,A5,Director of Networking and Computing,10+ years,MORTGAGE,85000.0,Source Verified,debt_consolidation,Debt consolidation,PA,16.93,1.0,Nov-1994,660.0,664.0,0.0,11.0,,8.0,0.0,3725.0,86.6%,36.0,w,1
18000.0, 36 months,  6.49%,551.61,A,A2,Civil Engineer Tech.,10+ years,OWN,65000.0,Source Verified,debt_consolidation,Debt consolidation,FL,24.78,0.0,Mar-1995,680.0,684.0,0.0,,,11.0,0.0,22658.0,47.2%,23.0,w,0
5000.0, 36 months, 12.73%,167.83,B,B5,Credentials Specialist,5 years,RENT,57000.0,Not Verified,debt_consolidation,Debt consolidation,CA,26.72,0.0,Sep-2005,660.0,664.0,0.0,,,5.0,0.0,8856.0,80%,8.0,w,1
20000.0, 60 months, 24.85%,585.27,E,E3, Finance ,6 years,MORTGAGE,130000.0,Source Verified,debt_consolidation,Debt consolidation,MO,21.96,0.0,Nov-1994,685.0,689.0,2.0,,,23.0,0.0,37342.0,77%,48.0,w,1
25000.0, 60 months,  8.18%,509.07,B,B1,Teacher,7 years,MORTGAGE,75000.0,Not Verified,debt_consolidation,Debt consolidation,DE,10.61,0.0,Jan-1985,745.0,749.0,0.0,,,16.0,0.0,12386.0,20.3%,28.0,w,0
20000.0, 36 months, 11.49%,659.43,B,B5,Hand/Occupational Therapist,< 1 year,RENT,76000.0,Verified,credit_card,Credit card refinancing,GA,11.53,7.0,Apr-2006,665.0,669.0,0.0,13.0,,8.0,0.0,13667.0,71.8%,16.0,f,0
12000.0, 36 months,  7.21%,371.68,A,A3,Team Leader,8 years,RENT,60000.0,Not Verified,other,Other,GA,19.78,0.0,Dec-1998,765.0,769.0,0.0,,,13.0,0.0,16212.0,37%,16.0,w,0
21000.0, 60 months, 10.99%,456.49,B,B4,,,RENT,50644.0,Verified,debt_consolidation,Debt consolidation,FL,19.22,0.0,Jun-1985,700.0,704.0,1.0,,,8.0,0.0,20477.0,42.9%,23.0,w,0
3600.0, 36 months, 14.65%,124.18,C,C5,,,RENT,16000.0,Verified,vacation,Vacation,CO,27.01,0.0,Aug-1995,675.0,679.0,0.0,,,12.0,0.0,7138.0,36.4%,14.0,f,0
15000.0, 36 months, 10.59%,488.18,B,B2,Smith College,2 years,RENT,61800.0,Source Verified,debt_consolidation,Debt Consolidation,MA,14.66,0.0,May-2000,730.0,734.0,2.0,,,9.0,0.0,5116.0,54.4%,13.0,f,0
10000.0, 60 months, 23.43%,284.39,F,F1,Team Leader,4 years,MORTGAGE,48000.0,Source Verified,major_purchase,Major purchase,CO,21.2,0.0,Jun-2010,690.0,694.0,4.0,37.0,,9.0,0.0,2365.0,37%,13.0,w,1
16500.0, 36 months,  5.32%,496.9,A,A1,Outside Sales,10+ years,MORTGAGE,150000.0,Not Verified,debt_consolidation,Debt consolidation,CA,11.21,0.0,Mar-2003,720.0,724.0,1.0,57.0,,18.0,0.0,9188.0,11.7%,28.0,w,0
24575.0, 60 months, 22.35%,683.64,E,E2,Supervisor,1 year,MORTGAGE,27000.0,Source Verified,debt_consolidation,Debt consolidation,PA,34.98,0.0,May-1999,665.0,669.0,0.0,27.0,,8.0,0.0,9496.0,87.1%,14.0,w,1
21000.0, 36 months, 12.29%,700.42,C,C1,Clinical Psychologist,10+ years,MORTGAGE,86680.0,Verified,debt_consolidation,Debt consolidation,TN,23.33,0.0,Jan-1992,675.0,679.0,0.0,,,13.0,0.0,40053.0,80.6%,33.0,f,0
5000.0, 36 months,  6.89%,154.14,A,A3,Sr. Commercial Lines Underwriter,3 years,MORTGAGE,100000.0,Verified,credit_card,Credit card refinancing,CA,15.85,0.0,Oct-1998,680.0,684.0,0.0,55.0,,15.0,0.0,3310.0,63.7%,30.0,w,0
12000.0, 36 months,  7.69%,374.33,A,A4,Auditor,2 years,MORTGAGE,56200.0,Source Verified,home_improvement,Home improvement,FL,31.84,0.0,Apr-1999,740.0,744.0,0.0,78.0,,25.0,0.0,13023.0,37.7%,45.0,w,0
11500.0, 60 months, 13.99%,267.53,C,C4,agent assistant,10+ years,MORTGAGE,39800.0,Source Verified,debt_consolidation,Debt consolidation,OR,14.87,0.0,May-1993,675.0,679.0,1.0,67.0,,7.0,0.0,8298.0,83.8%,17.0,w,0
24175.0, 60 months, 18.25%,617.18,E,E1,Sales associate,1 year,MORTGAGE,48500.0,Source Verified,debt_consolidation,Debt consolidation,NJ,34.42,0.0,Nov-1995,670.0,674.0,0.0,,,8.0,0.0,40584.0,97.1%,31.0,f,0
7500.0, 36 months,  9.75%,241.13,B,B3,bartender,9 years,RENT,105000.0,Not Verified,debt_consolidation,Debt consolidation,TX,15.26,0.0,Jul-2007,685.0,689.0,2.0,,,11.0,0.0,10162.0,50.1%,13.0,w,0
12100.0, 36 months, 17.86%,436.6,D,D5,Driver,10+ years,MORTGAGE,48000.0,Verified,debt_consolidation,Debt consolidation,CA,25.58,0.0,May-2001,670.0,674.0,0.0,,89.0,12.0,1.0,8844.0,40%,28.0,w,0
22750.0, 36 months, 12.12%,756.94,B,B3,Medina County Sheriff's Office,10+ years,MORTGAGE,52000.0,Verified,debt_consolidation,credit card loan,OH,33.05,0.0,Nov-1990,715.0,719.0,2.0,64.0,,14.0,0.0,22436.0,54.5%,33.0,f,0
8000.0, 36 months,  7.35%,248.3,A,A4,PARTS FLEET SPECIALIST,10+ years,OWN,40000.0,Source Verified,debt_consolidation,Debt consolidation,NC,30.42,0.0,Sep-2007,775.0,779.0,0.0,,,10.0,0.0,8300.0,28.5%,21.0,w,0
19000.0, 36 months, 15.61%,664.34,D,D1,Legal assistant,6 years,RENT,53000.0,Source Verified,debt_consolidation,Debt consolidation,NC,17.1,0.0,Apr-2003,670.0,674.0,0.0,,76.0,5.0,1.0,8190.0,97.5%,14.0,w,0
35000.0, 36 months, 22.91%,1353.2,E,E1,Coordinator,10+ years,MORTGAGE,45000.0,Verified,credit_card,Credit card refinancing,SC,18.4,0.0,Oct-2000,705.0,709.0,0.0,,,11.0,0.0,19422.0,87.9%,15.0,f,0
24000.0, 36 months, 14.99%,831.86,C,C4,Engineer,10+ years,RENT,108000.0,Verified,debt_consolidation,Debt consolidation,IL,12.83,0.0,Mar-2001,660.0,664.0,2.0,,43.0,8.0,1.0,2970.0,74.3%,19.0,w,0
6250.0, 36 months, 12.29%,208.46,C,C1,,,RENT,24000.0,Verified,debt_consolidation,Debt consolidation,NY,21.55,0.0,Aug-1988,675.0,679.0,0.0,,53.0,10.0,1.0,941.0,9.7%,17.0,f,0
12000.0, 60 months, 15.05%,285.8,C,C4,Community Office Manager,10+ years,MORTGAGE,75000.0,Source Verified,home_improvement,Home improvement,NY,15.78,0.0,Mar-2004,715.0,719.0,2.0,28.0,,11.0,0.0,27232.0,60.7%,35.0,w,0
6400.0, 36 months, 13.33%,216.66,C,C3,"National Director, Talent Acquisition",9 years,OWN,156000.0,Source Verified,debt_consolidation,Debt consolidation,VA,15.83,6.0,Jun-2001,660.0,664.0,0.0,10.0,,15.0,0.0,4158.0,47.2%,24.0,w,0
3600.0, 36 months,  8.99%,114.47,B,B1,,,RENT,56000.0,Verified,other,Other,NY,11.66,1.0,Nov-2004,700.0,704.0,0.0,7.0,,8.0,0.0,1277.0,4.4%,26.0,w,0
20000.0, 36 months, 11.05%,655.25,B,B4,Team Lead,3 years,MORTGAGE,40000.0,Not Verified,credit_card,Credit card refinancing,TN,42.84,0.0,Aug-2009,670.0,674.0,0.0,,,20.0,0.0,12188.0,61.2%,24.0,w,0
11000.0, 36 months, 10.49%,357.48,B,B3,Personal Chef,4 years,MORTGAGE,33000.0,Verified,credit_card,Credit card refinancing,MO,17.96,0.0,Feb-1998,670.0,674.0,1.0,27.0,,5.0,0.0,10018.0,79.5%,22.0,f,0
7000.0, 36 months, 15.49%,244.35,C,C4,,,OWN,24000.0,Source Verified,credit_card,Credit card refinancing,WI,27.0,0.0,May-2008,665.0,669.0,1.0,,,9.0,0.0,7442.0,79.2%,12.0,f,1
16000.0, 36 months, 10.99%,523.75,B,B4,VP Mobile LATAM,10+ years,OWN,580000.0,Verified,home_improvement,Home improvement,FL,2.86,0.0,Sep-2011,670.0,674.0,2.0,,,9.0,0.0,15261.0,47%,9.0,w,0
25000.0, 60 months, 17.97%,634.43,D,D1,Registered Nurse ,6 years,MORTGAGE,55000.0,Verified,major_purchase,Major purchase,TX,3.53,0.0,Aug-2014,720.0,724.0,0.0,,,13.0,0.0,6190.0,20.8%,15.0,w,0
24000.0, 60 months, 13.35%,550.39,C,C2,Software Engineer,10+ years,MORTGAGE,135000.0,Source Verified,debt_consolidation,Debt consolidation,AZ,23.82,0.0,Oct-1986,695.0,699.0,0.0,,,22.0,0.0,63177.0,89.2%,38.0,w,0
16800.0, 36 months,  7.69%,524.06,A,A4,RN,8 years,MORTGAGE,68000.0,Source Verified,debt_consolidation,Debt consolidation,NY,23.39,0.0,Oct-2002,695.0,699.0,1.0,32.0,,17.0,0.0,7198.0,35.5%,29.0,f,0
28000.0, 60 months, 13.33%,641.83,C,C3,Truck Driver,5 years,MORTGAGE,100000.0,Not Verified,debt_consolidation,Debt consolidation,PA,12.05,0.0,May-2001,690.0,694.0,0.0,32.0,,16.0,0.0,21074.0,49.8%,32.0,w,0
12000.0, 36 months, 15.80%,420.71,C,C3,B/E Aerospace,< 1 year,MORTGAGE,130000.0,Source Verified,debt_consolidation,Finish off that credit card load!,NC,22.13,1.0,May-1999,675.0,679.0,2.0,20.0,,12.0,0.0,13586.0,56.4%,25.0,f,0
18000.0, 60 months,  5.31%,342.25,A,A1,Field Service Engineer,5 years,MORTGAGE,91333.0,Not Verified,credit_card,Credit card refinancing,TN,12.73,0.0,Aug-1994,725.0,729.0,1.0,,88.0,8.0,1.0,15504.0,31.2%,15.0,w,0
11200.0, 60 months, 14.99%,266.39,C,C5,911 Dispatcher,1 year,MORTGAGE,37000.0,Not Verified,debt_consolidation,Debt consolidation,AZ,25.75,0.0,Oct-2008,670.0,674.0,1.0,,,16.0,0.0,10424.0,54%,19.0,w,1
12000.0, 36 months, 11.53%,395.89,B,B5,Child Development Teacher,< 1 year,RENT,50000.0,Source Verified,debt_consolidation,Debt consolidation,CA,8.76,0.0,May-2010,690.0,694.0,0.0,,,9.0,0.0,10021.0,43.8%,12.0,f,0
17650.0, 36 months, 13.11%,595.64,B,B4,Southern New Hampshire University ,3 years,OWN,40000.0,Source Verified,debt_consolidation,New Year's resolution,NH,12.26,0.0,Aug-1998,665.0,669.0,0.0,,,12.0,0.0,13525.0,71.6%,26.0,f,0
6000.0, 36 months, 11.06%,196.61,B,B3,Optician/Technician,2 years,RENT,49750.0,Source Verified,credit_card,Credit card refinancing,MI,11.81,1.0,Aug-2002,705.0,709.0,1.0,20.0,,14.0,0.0,7609.0,18.8%,33.0,w,0
12000.0, 60 months,  8.19%,244.41,A,A4,Sr Manager Legal Ops,10+ years,MORTGAGE,106000.0,Not Verified,other,Other,UT,6.07,0.0,Jul-1992,795.0,799.0,0.0,,,19.0,0.0,23.0,0%,46.0,w,0
35000.0, 60 months, 22.35%,973.64,E,E2,Construction Supervisor,10+ years,MORTGAGE,104663.24,Source Verified,debt_consolidation,Debt consolidation,LA,23.01,0.0,Jun-2001,670.0,674.0,1.0,,,16.0,0.0,21415.0,57.1%,35.0,f,0
6000.0, 36 months,  8.18%,188.52,B,B1,,,MORTGAGE,32000.0,Source Verified,credit_card,Credit card refinancing,IN,22.99,1.0,Oct-1991,665.0,669.0,2.0,20.0,68.0,13.0,3.0,9566.0,47%,29.0,w,0
10400.0, 36 months, 15.61%,363.64,D,D1,senior teller,10+ years,RENT,31000.0,Source Verified,debt_consolidation,Debt consolidation,CA,18.0,0.0,Sep-2002,675.0,679.0,0.0,,,11.0,0.0,4959.0,43.5%,29.0,w,1
